N,seed_qsk,seed_nqs,model,S_2,S_vN
22,1234,,Exact GS,0.34033101379698955,0.7501252657878809
22,1234,101.0,RBM (Euclidean),0.3366505834273433,0.7430797164513404
22,1234,101.0,HRBM (Hyperbolic),0.3400102114114625,0.7467370788660088
22,1234,202.0,RBM (Euclidean),0.3371689447543683,0.744084317895072
22,1234,202.0,HRBM (Hyperbolic),0.3403745654910774,0.7470618142873007
22,1234,303.0,RBM (Euclidean),0.334977594418366,0.7404918295766871
22,1234,303.0,HRBM (Hyperbolic),0.3348753158764484,0.7390649608637889
22,1234,404.0,RBM (Euclidean),0.33584664442931866,0.7417497799804957
22,1234,404.0,HRBM (Hyperbolic),0.3405524046661878,0.7470159150653214
22,1234,505.0,RBM (Euclidean),0.3378590095923856,0.7468402246143113
22,1234,505.0,HRBM (Hyperbolic),0.33627940863636824,0.7414146247268396
22,4444,,Exact GS,0.5425370454610042,1.0423051038664461
22,4444,101.0,RBM (Euclidean),0.5325655321666204,1.0285163523040848
22,4444,101.0,HRBM (Hyperbolic),0.5441029677409865,1.0362868087166643
22,4444,202.0,RBM (Euclidean),0.5285754412190405,1.023929951671407
22,4444,202.0,HRBM (Hyperbolic),0.5441362899901149,1.0366796755266474
22,4444,303.0,RBM (Euclidean),0.5361164057354014,1.0348299745248046
22,4444,303.0,HRBM (Hyperbolic),0.543528876931608,1.0364984532703883
22,4444,404.0,RBM (Euclidean),0.5353156098489211,1.0344316040218315
22,4444,404.0,HRBM (Hyperbolic),0.5429617725884885,1.0362301677157655
22,4444,505.0,RBM (Euclidean),0.5311569330622389,1.0273452734705348
22,4444,505.0,HRBM (Hyperbolic),0.543035383136095,1.0354304543330406
22,5678,,Exact GS,0.3896160295870614,0.8401514502779628
22,5678,101.0,RBM (Euclidean),0.3866603390732378,0.8333293618782203
22,5678,101.0,HRBM (Hyperbolic),0.38913080705284225,0.834808002755627
22,5678,202.0,RBM (Euclidean),0.38514197493366903,0.8309818215027679
22,5678,202.0,HRBM (Hyperbolic),0.3892838542541704,0.8350703518308558
22,5678,303.0,RBM (Euclidean),0.3839290045231906,0.8280223930043694
22,5678,303.0,HRBM (Hyperbolic),0.3897874401610063,0.83608803761967
22,5678,404.0,RBM (Euclidean),0.38543987955855735,0.8304910379640879
22,5678,404.0,HRBM (Hyperbolic),0.39042965680642544,0.83724655600668
22,5678,505.0,RBM (Euclidean),0.3847523176707159,0.8319471612167041
22,5678,505.0,HRBM (Hyperbolic),0.38940061627136996,0.8347594572387463
22,6666,,Exact GS,0.37466270039188576,0.8315562989776838
22,6666,101.0,RBM (Euclidean),0.36927286505434875,0.8219939204183605
22,6666,101.0,HRBM (Hyperbolic),0.37635917302434146,0.8307552659860116
22,6666,202.0,RBM (Euclidean),0.36665257089116604,0.816268270500868
22,6666,202.0,HRBM (Hyperbolic),0.3729371950230435,0.824110526907923
22,6666,303.0,RBM (Euclidean),0.3626766346551232,0.8103031228220917
22,6666,303.0,HRBM (Hyperbolic),0.3749576112450513,0.8270126927739474
22,6666,404.0,RBM (Euclidean),0.3696793744523914,0.8229027162262611
22,6666,404.0,HRBM (Hyperbolic),0.3702670687528406,0.8203064993954813
22,6666,505.0,RBM (Euclidean),0.36943577945305844,0.8222802579035122
22,6666,505.0,HRBM (Hyperbolic),0.37456954970838785,0.8275785933712294
22,9012,,Exact GS,0.4279849951550871,0.8815387747176219
22,9012,101.0,RBM (Euclidean),0.4239025437936275,0.8741896812872701
22,9012,101.0,HRBM (Hyperbolic),0.4249555757502906,0.8718938960380556
22,9012,202.0,RBM (Euclidean),0.42465521183315347,0.8772536308083542
22,9012,202.0,HRBM (Hyperbolic),0.42814494868802716,0.8770679823933163
22,9012,303.0,RBM (Euclidean),0.42152418822943244,0.8703575254136319
22,9012,303.0,HRBM (Hyperbolic),0.42803921995742406,0.8767214558617815
22,9012,404.0,RBM (Euclidean),0.42479171476297095,0.8770353944923205
22,9012,404.0,HRBM (Hyperbolic),0.427751633349794,0.876634226382128
22,9012,505.0,RBM (Euclidean),0.42544592233971745,0.8767239333488002
22,9012,505.0,HRBM (Hyperbolic),0.4269626802782571,0.874258635496172
22,9999,,Exact GS,0.45150286802087547,0.8907376195810993
22,9999,101.0,RBM (Euclidean),0.4478431274389258,0.8844335419904167
22,9999,101.0,HRBM (Hyperbolic),0.4506445802122348,0.8876445047644715
22,9999,202.0,RBM (Euclidean),0.44788388799762563,0.8846656720059183
22,9999,202.0,HRBM (Hyperbolic),0.4503865342207013,0.8863559623358362
22,9999,303.0,RBM (Euclidean),0.44331055286945703,0.8799472792816587
22,9999,303.0,HRBM (Hyperbolic),0.4503367744587742,0.8865332597596801
22,9999,404.0,RBM (Euclidean),0.4472781446287586,0.8843432981368913
22,9999,404.0,HRBM (Hyperbolic),0.4508115490178722,0.8861866712363586
22,9999,505.0,RBM (Euclidean),0.44025567594485115,0.87572457619832
22,9999,505.0,HRBM (Hyperbolic),0.45120503704241466,0.887465550353193
