N,seed_qsk,seed_nqs,model,energy,rel_energy_error,energy_variance
24,1234,,Exact GS,-25.4248545016577,0.0,0.0
24,1234,101.0,RBM (Euclidean),-25.416813013890604,0.0003162845146889,0.0556666532584131
24,1234,101.0,HRBM (Hyperbolic),-25.419458616227285,0.0002122287633961,0.0402479666205408
24,1234,202.0,RBM (Euclidean),-25.418610214948885,0.0002455977361996,0.0442376581605685
24,1234,202.0,HRBM (Hyperbolic),-25.4157486966408,0.0003581458063527,0.0588904684044564
24,1234,303.0,RBM (Euclidean),-25.417463782868506,0.0002906887348643,0.0517359418737441
24,1234,303.0,HRBM (Hyperbolic),-25.419620535125635,0.0002058602353741,0.0394842676034841
24,1234,404.0,RBM (Euclidean),-25.417198675097044,0.0003011158455264,0.0536492123167136
24,1234,404.0,HRBM (Hyperbolic),-25.4190454950827,0.0002284774756378,0.04282316058584
24,1234,505.0,RBM (Euclidean),-25.413712954414105,0.0004382147887166,0.0754497839830037
24,1234,505.0,HRBM (Hyperbolic),-25.41940487994095,0.0002143422970776,0.0404802850332544
24,4444,,Exact GS,-25.58284425135906,0.0,0.0
24,4444,101.0,RBM (Euclidean),-25.574482636957363,0.000326844596306,0.0596462988116854
24,4444,101.0,HRBM (Hyperbolic),-25.575710701548022,0.0002788411538978,0.0530392143194831
24,4444,202.0,RBM (Euclidean),-25.57445915666267,0.0003277624103873,0.0611755557505375
24,4444,202.0,HRBM (Hyperbolic),-25.57667742293701,0.0002410532762291,0.0471922616321762
24,4444,303.0,RBM (Euclidean),-25.572546232064404,0.000402536136853,0.0720056720597313
24,4444,303.0,HRBM (Hyperbolic),-25.57758184530221,0.0002057005861094,0.0415229331451882
24,4444,404.0,RBM (Euclidean),-25.575292078546383,0.0002952045807914,0.0532947433451909
24,4444,404.0,HRBM (Hyperbolic),-25.57681094591161,0.0002358340373793,0.0468542531943967
24,4444,505.0,RBM (Euclidean),-25.576286142501104,0.0002563479179062,0.0483980135051069
24,4444,505.0,HRBM (Hyperbolic),-25.575177437769614,0.0002996857391661,0.0567609906823918
24,5678,,Exact GS,-25.342593052507944,0.0,0.0
24,5678,101.0,RBM (Euclidean),-25.33656496446953,0.000237863900743,0.0426448204564167
24,5678,101.0,HRBM (Hyperbolic),-25.335183677630024,0.0002923684590037,0.0548437960904948
24,5678,202.0,RBM (Euclidean),-25.32839294506159,0.0005603257494973,0.0930198312354377
24,5678,202.0,HRBM (Hyperbolic),-25.33656288836058,0.0002379458224685,0.0462876928766036
24,5678,303.0,RBM (Euclidean),-25.334224823734715,0.0003302041253588,0.0586798168870927
24,5678,303.0,HRBM (Hyperbolic),-25.33457380166428,0.0003164337140659,0.0582995903301934
24,5678,404.0,RBM (Euclidean),-25.332895819471357,0.0003826456517885,0.0655230580815668
24,5678,404.0,HRBM (Hyperbolic),-25.333339516666925,0.0003651376882328,0.0668958480914625
24,5678,505.0,RBM (Euclidean),-25.334453287801736,0.0003211891020521,0.0572563449298968
24,5678,505.0,HRBM (Hyperbolic),-25.33314761065458,0.0003727101577092,0.0663804209589216
24,6666,,Exact GS,-25.910861961129346,0.0,0.0
24,6666,101.0,RBM (Euclidean),-25.902167894778884,0.0003355375194966,0.0626004834548439
24,6666,101.0,HRBM (Hyperbolic),-25.903971607981035,0.0002659252771538,0.0528253860887844
24,6666,202.0,RBM (Euclidean),-25.90329078690949,0.0002922007855703,0.0543457138558096
24,6666,202.0,HRBM (Hyperbolic),-25.90371776878654,0.000275721909735,0.0542112278213835
24,6666,303.0,RBM (Euclidean),-25.90181417368609,0.0003491889793872,0.06398866292011
24,6666,303.0,HRBM (Hyperbolic),-25.90385620597045,0.0002703790853968,0.0532406317147433
24,6666,404.0,RBM (Euclidean),-25.90633904134137,0.0001745569018412,0.0332438844474154
24,6666,404.0,HRBM (Hyperbolic),-25.90404787199868,0.0002629819548607,0.0521390892884028
24,6666,505.0,RBM (Euclidean),-25.90173803508472,0.0003521274613831,0.0645410324043496
24,6666,505.0,HRBM (Hyperbolic),-25.902084747254527,0.0003387465028366,0.0638046841233972
24,9012,,Exact GS,-26.04481178176722,0.0,0.0
24,9012,101.0,RBM (Euclidean),-26.039271002554635,0.000212740228611,0.0410398159349369
24,9012,101.0,HRBM (Hyperbolic),-26.039004578262883,0.0002229696859779,0.0448483377637103
24,9012,202.0,RBM (Euclidean),-26.036202251972888,0.000330566020844,0.0626287163678398
24,9012,202.0,HRBM (Hyperbolic),-26.03861042875142,0.0002381031995071,0.047227771678763
24,9012,303.0,RBM (Euclidean),-26.03620515811106,0.0003304544386143,0.0629304090720097
24,9012,303.0,HRBM (Hyperbolic),-26.03800339669705,0.000261410415526,0.0511359327718992
24,9012,404.0,RBM (Euclidean),-26.04120119853282,0.0001386296535621,0.0270211848553572
24,9012,404.0,HRBM (Hyperbolic),-26.039225549832707,0.0002144854023641,0.0438380551553336
24,9012,505.0,RBM (Euclidean),-26.031717451173016,0.0005027615750853,0.0888364384176156
24,9012,505.0,HRBM (Hyperbolic),-26.039488673275997,0.0002043826822719,0.041997971321507
24,9999,,Exact GS,-25.56218552546566,0.0,0.0
24,9999,101.0,RBM (Euclidean),-25.555988856741926,0.0002424154506492,0.0454242690286719
24,9999,101.0,HRBM (Hyperbolic),-25.553964016346548,0.0003216277853442,0.0623376826913499
24,9999,202.0,RBM (Euclidean),-25.55768166435174,0.0001761923333759,0.0335912729814253
24,9999,202.0,HRBM (Hyperbolic),-25.554249456068117,0.0003104613018961,0.0600889289812585
24,9999,303.0,RBM (Euclidean),-25.55224835080445,0.0003887451114579,0.069796096355958
24,9999,303.0,HRBM (Hyperbolic),-25.554273484970643,0.0003095212843649,0.0604043509980556
24,9999,404.0,RBM (Euclidean),-25.55145181868546,0.000419905675495,0.0756413956162305
24,9999,404.0,HRBM (Hyperbolic),-25.549610647476563,0.0004919328191469,0.08388276299695
24,9999,505.0,RBM (Euclidean),-25.55693981315284,0.0002052137641986,0.0389026323324515
24,9999,505.0,HRBM (Hyperbolic),-25.5547267669813,0.0002917887626208,0.0565456935215706
